created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,"Sentiment (1 serious, 0 joking, -1 unsure)",tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name.1,user_statuses_count,user_time_zone,user_urls,user_verified
Thu Apr 09 17:58:04 +0000 2020,,,,2,1248309216596631552,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",fuck corona they need to start making s3 of legacies rn,0,https://twitter.com/Amen_R6/status/1248309216596631552,Thu Mar 13 17:01:16 +0000 2014,Amen_R6,FALSE,16 | Fragmite,1449,249,162,0,"Pennsylvania, USA",Amen,Amen_R6,2987,,https://www.twitch.tv/amenfn,FALSE
Fri Apr 10 20:23:17 +0000 2020,,,,0,1248708149382721536,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona leads to industry 4.0 then ww3.,0,https://twitter.com/King_Gohan714/status/1248708149382721536,Sun Jan 16 20:57:20 +0000 2011,King_Gohan714,FALSE,"#32CC #warchief
When you know what you've got.
Sacrifice ain't that hard
Prince of all fathers
Vegeta should've wished for a better hairline",18211,761,1255,1,Wild Wild West,♋♋Future_Gohan♋♋,King_Gohan714,19322,,,FALSE
Thu Mar 26 05:10:16 +0000 2020,,,,1,1243042565902884864,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ok so when ppl get corona virus they get separated from everyone right? I heard even after you’re not aloud to see or have their bodies for a funeral or anything like that (idk if that’s true) but if it is am I the only person who thinks the gov is actually killing people,1,https://twitter.com/yxhino/status/1243042565902884864,Sun Sep 11 18:42:16 +0000 2016,yxhino,FALSE,Robert♥️,7610,197,139,0,,yami 🦋,yxhino,15369,,,FALSE
Wed Mar 25 13:39:08 +0000 2020,KanikaKapoor CoronaStopKaroNa CoronavirusOutbreakindia JantaCurfewChallenge JantaCurfewChallenge IndiaFightsCorona FaaslaCorona covidindia QuarentineLife,,,0,1242808237784621056,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corona has proven that India's bigger problem is not illiteracy. It is the stupidity of literate people.
#KanikaKapoor 
#CoronaStopKaroNa 
#CoronavirusOutbreakindia 
#JantaCurfewChallenge 
#JantaCurfewChallenge 
#IndiaFightsCorona 
#FaaslaCorona 
#covidindia 
#QuarentineLife",1,https://twitter.com/anshdubeyyy/status/1242808237784621056,Wed Jul 19 11:34:25 +0000 2017,anshdubeyyy,FALSE,"FOUNDER | CEO @MIRACLEWAYStech
something personal / something professional 



Adventure × Travel × Fitness × Learn",83,19,21,0,"Pachore,INDIA",ANSH DUBEY,anshdubeyyy,23,,https://www.facebook.com/anshdubeyyy,FALSE
Tue Mar 31 14:22:15 +0000 2020,,,,0,1244993414422290432,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Who knew I was always tired and depressed because of all the pills I was doing? Assuming I don't die of the Corona this quarantine is probably saving my life fr.,0,https://twitter.com/thefartnouveau/status/1244993414422290432,Sat Nov 04 15:52:30 +0000 2017,thefartnouveau,FALSE,mentally chill consumer of the creative ♒,1404,34,115,0,"Maryland, USA",Shara,thefartnouveau,2141,,,FALSE
Sat Apr 04 12:48:10 +0000 2020,,,,0,1246419289084760066,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","on thursday i ordered surprise presents to my 4 best friend’s houses without them knowing.
i lost my job because of corona and was stressing about money but honestly it felt really nice to do something for someone else. 
i really recommend it to stay positive in quarantine🖤",1,https://twitter.com/awstenslefthand/status/1246419289084760066,Thu Apr 27 06:58:30 +0000 2017,awstenslefthand,FALSE,shitposting :),5719,130,420,1,,stream fandom🖤,awstenslefthand,1952,,,FALSE
Sun Apr 05 21:52:31 +0000 2020,,,,41,1246918666324709381,,,,en,,,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I was watching CNN and Al Sharpton just said that the White House announced a Corona virus briefing at 7 p.m. Eastern. I hope Trump's not there,1,https://twitter.com/davematt88/status/1246918666324709381,Fri Apr 20 17:48:40 +0000 2012,davematt88,FALSE,"Loves travel, animals, books and movies.
#Resistance #Theresistance",337572,30834,31577,55,Kansas City,Dave Matt,davematt88,252254,,,FALSE
Fri Mar 20 04:35:35 +0000 2020,,,,2,1240859510018699265,,,,en,,,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How we should go about to  avoid Corona virus*
- don't touch eyes mouth
- Wash hand
- Wear Mask
- Use Sanitizer
- Isolate Yourself
- Work From Home

What Mr.Prabhu dayal Gyani Suggested to ALL of us

- Go to your Balcony &amp; Clap on 22nd March",1,https://twitter.com/DEBKANCHAN/status/1240859510018699265,Thu Jun 25 17:56:30 +0000 2009,DEBKANCHAN,FALSE,"LL.B Gold Medallist',

MBA,

Fashion Designer.
(A..48.3 billion $ ADITYA BIRLA Ex-chief of FLAX )",187643,5040,5543,182,"ÜT: 22.517302,88.351654",Dk..,DEBKANCHAN,383218,,,FALSE
Fri Apr 17 22:46:41 +0000 2020,,,,1,1251280953479217152,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I feel like the government need to get a facility where all nurses can stay until this pandemic is over because I don’t think it’s fair if me and my family to get corona because my mums saving lives,1,https://twitter.com/TnizzTa/status/1251280953479217152,Mon Dec 24 12:24:30 +0000 2018,TnizzTa,FALSE,snap: tisebb11  instagram:ta_tnizz,959,24,82,0,,TA_tnizz,TnizzTa,348,,,FALSE
Thu Mar 19 21:42:56 +0000 2020,,,,1,1240755660582580224,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shoutout to my allergies for making me think i have corona everyday,0,https://twitter.com/emmaw0400/status/1240755660582580224,Mon Sep 14 03:29:45 +0000 2015,emmaw0400,FALSE,,9149,160,112,1,,emma🌸,emmaw0400,12386,,,FALSE
Fri Apr 03 07:39:50 +0000 2020,Corona virus COVID19Pandemic,,,0,1245979305521315840,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",53 000 deaths in the world and approx 213 000 recovered. Something tells me the recoveries are seriously under reported #Corona #virus #COVID19Pandemic,1,https://twitter.com/menallvarligt/status/1245979305521315840,Sat Jul 13 16:51:23 +0000 2019,menallvarligt,FALSE,The current state of affairs in Sweden - I feel like I'm taking crazy pills!,4839,72,30,0,,Redpool,menallvarligt,3975,,,FALSE
Thu Apr 16 23:11:06 +0000 2020,,,,7,1250924708603854851,,,,en,"Scotland, United Kingdom",,2,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Breaking:

Clapping scares off Corona Virus. Especially on bridges.",0,https://twitter.com/stevebrookstein/status/1250924708603854851,Thu Aug 05 19:40:14 +0000 2010,stevebrookstein,FALSE,"Singing with soul. Made up of Estonian, French, Welsh, Prussian Jew, African, Chinese to name a few and married a Scot. Praying for peace.",44125,21705,1471,208,,Steve Brookstein,stevebrookstein,155589,,,TRUE
Fri Mar 20 11:11:15 +0000 2020,,,,1,1240959079725531136,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Corona virus is out of control. Someone call paw patrol 🤣🤣,0,https://twitter.com/alexfurness97/status/1240959079725531136,Wed Dec 09 20:50:49 +0000 2009,alexfurness97,FALSE,"Where we're going we don't need roads!

Gennie 18/01/2020",402,181,468,37,"Folkestone, England",Alex,alexfurness97,5761,,https://letterboxd.com/itsmealex,FALSE
Thu Apr 09 12:27:00 +0000 2020,,,,7,1248225901973770240,gerginkopek,1.25E+18,1.02E+18,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","karya, 20, living in istanbul, where the corona outbreak is at its highest, struggles with working from home, and this, is how she copes with it SIKTIRIN GIdin amkKkkkKkkkk",1,https://twitter.com/gerginkopek/status/1248225901973770240,Fri Jul 13 12:17:26 +0000 2018,gerginkopek,FALSE,,8143,167,123,0,,karya,gerginkopek,2431,,https://twitter.com/oochayatim,FALSE
Sat Mar 28 00:07:20 +0000 2020,,,,5,1243691104844877828,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",no corona but wow i haven't been my loud self in a while cuz just playing a drum and yelling out my window for less than a minute has given me a sore throat,-1,https://twitter.com/YoSoy_Amanda/status/1243691104844877828,Wed Oct 30 22:34:56 +0000 2013,YoSoy_Amanda,FALSE,"Unapologetic Caribbean Palabrera living in Spanglish. Author of ""Chula"" (2019). Journalist & Digital Editor @latinousa/@futuromedia. She/her. Opinions r my own.",12325,5786,1211,121,NYC,Amanda Alcántara,YoSoy_Amanda,23658,,http://chulathebook.com,TRUE
Sat Apr 04 10:45:12 +0000 2020,,,,0,1246388342155096066,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Getting an alcohol license turned out to be a super smart move ahead of corona 🤪,0,https://twitter.com/Iam_njd/status/1246388342155096066,Tue Sep 22 18:31:21 +0000 2009,Iam_njd,FALSE,"Everything i'm not, makes me everything i am... xx",2672,1547,405,25,Personal Account,Nicola,Iam_njd,64445,,,FALSE
Wed Apr 08 23:09:33 +0000 2020,,,,0,1248025218200805384,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Better be a good ass movie on the corona virus in 5-10 years,0,https://twitter.com/ajsears22/status/1248025218200805384,Wed Jan 28 00:35:30 +0000 2015,ajsears22,FALSE,Sc ajsears36,634,199,427,1,"Westminster, MA",AJ,ajsears22,488,,,FALSE
Fri Apr 17 02:21:19 +0000 2020,,,,0,1250972578740649991,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Corona you jhi like inna way atp🤨,-1,https://twitter.com/realhaviing/status/1250972578740649991,Tue Sep 10 11:09:23 +0000 2013,realhaviing,FALSE,#LadyGOAT🐐 #M💙 #Future👩🏾‍⚕️ #FREEMYBROTHERKELLZ❤️ #DEE#PACO#SAVAGE💔 #nae👩‍👧,818,246,130,0,06.23.18👨‍👧‍👦,06/21🥳,realhaviing,23069,,,FALSE
Tue Mar 24 01:26:32 +0000 2020,,,,1,1242261481900724228,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Made me a flu shot ... going to pick up my elderberry and sea moss order tomorrow... corona who?,1,https://twitter.com/sierraVon/status/1242261481900724228,Sun Mar 15 00:38:31 +0000 2009,sierraVon,FALSE,Jesus. Music Biz Graduate. Owner of @uncoverdculture . Creative. Singer. Business Woman. Music is all I know. Twitter is my fav app,6003,1106,1573,25,718 new york & 757 va beach .,s.von ✨,sierraVon,120777,,http://www.uncoveredculture.com/,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wed Mar 25 04:40:11 +0000 2020,,,,0,1242672607222288384,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have corona symptoms oh god.,1,https://twitter.com/Amy_harrisxoxo/status/1242672607222288384,Fri Nov 24 16:52:11 +0000 2017,Amy_harrisxoxo,FALSE,20🌹 // Insta: amy_harrisxoxo,9979,14,161,0,"London, England",Amy,Amy_harrisxoxo,305,,,FALSE
Fri Mar 27 19:54:40 +0000 2020,,,,1,1243627516847198208,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I should really stop reading conspiracy theories about corona virus,1,https://twitter.com/UltimateBiebur/status/1243627516847198208,Sat Jul 16 13:46:29 +0000 2011,UltimateBiebur,FALSE,"Bieber stan.
5.9.17💕",11325,5423,4636,26,,Ani,UltimateBiebur,80316,,,FALSE
Mon Apr 06 14:53:26 +0000 2020,modiji_crush_tablighi_virus,,,0,1247175587363348480,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Before controlling Corona virus, all 100 crore Indians should destroy these 20 crore Pakistani. The F£$$king word Secular has destroyed country. This is vote bank of Sonia Italian bar dancer and Tukde Tukde gang
#modiji_crush_tablighi_virus",-1,https://twitter.com/Covid_19Fight/status/1247175587363348480,Fri Mar 06 09:17:29 +0000 2020,Covid_19Fight,FALSE,Don't follow me. I am Bakt.,76,0,6,0,"Mumbai, India",Jahitu💧,Covid_19Fight,354,,,FALSE
Wed Apr 15 13:00:11 +0000 2020,china Guangzhou,,,0,1250408580408389632,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","It's crazy that Africans have to deal with racism in Guangzhou china evictions, not allowed to eat because of fear the Corona would come back smh that's wild. God is watching an so far you will get what you deserve #china #Guangzhou",-1,https://twitter.com/TeamLeeN1/status/1250408580408389632,Thu Aug 12 01:27:02 +0000 2010,TeamLeeN1,FALSE,Assistant Women basketball Coach at Bunkerhill Community College .Top Notch 🏀 Trainer . Cambridge Proud 💪🏾,4155,291,761,3,Cambridge MA,Coach Leen,TeamLeeN1,2287,,,FALSE
Fri Mar 27 04:54:43 +0000 2020,,,,1,1243401036850589699,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dear Corona, 

Take all the niggas who tag 89 ppl in they music first😒😫🙏🏾",0,https://twitter.com/joegunner305/status/1243401036850589699,Wed Sep 09 01:12:25 +0000 2009,joegunner305,FALSE,#1DeepRecords SC:joegunner305 🇭🇹🇧🇸,15537,4392,4411,31,Da Gun Shape State,Your Baby Mama friend 🤷🏾‍♂️,joegunner305,129985,,,FALSE
Mon Apr 06 14:57:54 +0000 2020,COVID_19 Bitcoin Cryptohelp Donations coronavirus HelpFightCorona,,,0,1247176714851094528,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","If anyone want to donate for Corona Patients Help and for Poor People who are not able to get food in this pandemic. You Can Donate Bitcoin (BTC) to help 
:Btc address

1ABknFueCg4ia4b2VeBnWCTgmEHXyCtHgf

#COVID_19
#Bitcoin #Cryptohelp  #Donations #coronavirus
#HelpFightCorona",1,https://twitter.com/AnimalL16305813/status/1247176714851094528,Tue Jun 25 16:14:33 +0000 2019,AnimalL16305813,FALSE,Covid19 Status,0,5,16,0,United Kingdom,Helping Hands,AnimalL16305813,95,,,FALSE
Fri Apr 17 16:26:44 +0000 2020,,,,0,1251185333687013377,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",corona is very much real just some ppl body can fight it some cant.,1,https://twitter.com/Shaakeyy1/status/1251185333687013377,Sun Mar 31 16:50:23 +0000 2019,Shaakeyy1,FALSE,19♐️ LongliveMonica💜 new twitter.,6692,327,262,0,"New Orleans, LA",JKalice,Shaakeyy1,9318,,,FALSE
Sun Apr 12 15:02:34 +0000 2020,,,,18,1249352215640170497,,,,en,,,3,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I miss the times B.C. (Before Corona),0,https://twitter.com/nyleskigetsit14/status/1249352215640170497,Thu Apr 07 23:33:32 +0000 2016,nyleskigetsit14,FALSE,date me if u single or sumth 🌈 he/him,45987,1024,1479,1,eahg,niel g ¦ เก่ง,nyleskigetsit14,16996,,,FALSE
Sun Mar 22 20:11:14 +0000 2020,,,,1,1241819747827822592,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",oh my god the SECOND corona is done with I am moving tf out,1,https://twitter.com/cozycuddlylouis/status/1241819747827822592,Tue Mar 20 20:37:19 +0000 2012,cozycuddlylouis,FALSE,"habit that i can’t break, feeling i can’t put down",4182,3221,124,20,lt1,jeanine,cozycuddlylouis,60539,,,FALSE
Sat Mar 28 01:02:41 +0000 2020,,,,0,1243705031171416071,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My shirt guy hasn’t told me anything about my order and I kind of need it .. maybe he thinks the corona got me broke lol but I’m still rich,0,https://twitter.com/abrivicious/status/1243705031171416071,Fri Jun 05 01:47:22 +0000 2015,abrivicious,FALSE,Chingona enough said,77610,720,543,7,"Dallas, TX",Abri Mnsvs,abrivicious,51457,,http://etsy.com/shop/chingonasonly,FALSE
Tue Mar 31 16:27:23 +0000 2020,,,,19,1245024905977970688,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Does the Corona have any side effects causing really really bad driving? Asking for a bunch of morons...,0,https://twitter.com/DrDonFuq/status/1245024905977970688,Wed Nov 30 00:32:57 +0000 2011,DrDonFuq,FALSE,"Co-Founder/Reigning Heavyweight Doctor of DHR, we push boundaries so you don't have to... You're welcome!",23733,1478,189,9,SoCal,Donnie Delgado,DrDonFuq,8588,,,FALSE
Sat Mar 21 20:57:43 +0000 2020,,,,0,1241469059004235776,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This corona shit is saddening me,1,https://twitter.com/___Swaggy___P/status/1241469059004235776,Sun Feb 26 07:54:59 +0000 2012,___Swaggy___P,FALSE,"life is to depressing to be stressing, on that regular...🚶🏾",2060,762,529,4,Make Out Hill⛰🖤,🇭🇹🦧,___Swaggy___P,25572,,,FALSE
Mon Apr 06 12:12:54 +0000 2020,,,,0,1247135189756571648,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Hey Corona will you stop?,0,https://twitter.com/AshleyM30581685/status/1247135189756571648,Mon Apr 06 11:33:07 +0000 2020,AshleyM30581685,FALSE,wtf,0,0,0,0,,Ashley Morgan,AshleyM30581685,10,,,FALSE
Thu Apr 09 15:14:30 +0000 2020,,,,1,1248268053684649989,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",APARTMENT MANAGEMENT PUT UP WARNING NOTICES THIS MORNING .VIOLATION OF CORONA VIRUS STAY AT HOME ORDERS IS A VIOLATION OF LEASE AND THEY WILL BE CONSTANTLY CHECKING THE SECURITY CAMERAS AT THE FRONT AND BACK DOORS. I'M AFRAID TO CHECK MY MAIL AND WALK MY DOG. IS THIS LEGAL ???,1,https://twitter.com/citizensforale1/status/1248268053684649989,Fri Feb 15 22:50:59 +0000 2019,citizensforale1,FALSE,"FIGHTER FOR AMERICA. STAND FOR THE FLAG,KNEEL AT THE CROSS,AMERICAN,PROUD KS FATHER of 2.DADDY'S GOING 2 WAR! TEXT TRUMP 2 88022#WETHECITIZENS#AMERICAFIRST#MAGA",1517,3973,5001,1,"Wichita, KS ",@citizensforalegalamerca,citizensforale1,11505,,,FALSE
Fri Mar 27 23:08:15 +0000 2020,,,,154,1243676235865165833,,,,en,,,4,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I want my favourite rappers to die from natural causes...

I don’t want them to die from corona virus",-1,https://twitter.com/wowthatshiphop/status/1243676235865165833,Wed Apr 04 19:18:55 +0000 2018,wowthatshiphop,FALSE,"Follow for real nigga takes, goat/goated.",53937,13252,517,35,Goat farm,King Wow,wowthatshiphop,22489,,,FALSE
Wed Apr 01 00:39:31 +0000 2020,,,,1,1245148752630796288,,,,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",so strange to have my work cancelled this week for non-corona related reasons. am i allowed to complain about loss of income because i am going to anyway,-1,https://twitter.com/tinywiner/status/1245148752630796288,Sun May 20 10:30:38 +0000 2012,tinywiner,FALSE,biggest reply bi (she/her),37028,349,708,1,melbourne,bi-V says stay the fuck inside,tinywiner,14469,,http://paypal.me/biivy,FALSE
Wed Apr 15 13:17:18 +0000 2020,save,,,0,1250412885286612992,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#save doctors and corona warriors from attacking and assaulting from criminals and stone pelters ...treat them as a terrorist and traitor 😡,1,https://twitter.com/pbsharma52/status/1250412885286612992,Thu Oct 25 01:45:02 +0000 2012,pbsharma52,FALSE,,243,2,19,0,,Pavankumar,pbsharma52,160,,,FALSE
